,Unnamed: 0,Indice,Date,Opening,Highest,Lowest,Fermer,Cloture ajusté,Volume,Before_After_Election,Day_of_Week,Month,Is_Holiday_Period,Mandat
225,225,CAC40,2016-03-08,4405.16,4437.17,4363.55,4404.02,4404.02,1092389.0,After,Tuesday,March,no,Obama
226,226,CAC40,2016-03-07,4436.37,4458.82,4406.9,4442.29,4442.29,1211471.0,After,Monday,March,no,Obama
227,227,CAC40,2016-03-04,4437.82,4480.21,4413.93,4456.62,4456.62,1326147.0,After,Friday,March,no,Obama
228,228,CAC40,2016-03-03,4430.9,4430.9,4392.58,4416.08,4416.08,1167216.0,After,Thursday,March,no,Obama
229,229,CAC40,2016-03-02,4428.95,4448.3,4387.21,4424.89,4424.89,1209254.0,After,Wednesday,March,no,Obama
230,230,CAC40,2016-03-01,4343.93,4406.95,4328.8,4406.84,4406.84,1231593.0,After,Tuesday,March,no,Obama
231,231,CAC40,2016-02-29,4275.84,4354.62,4254.77,4353.55,4353.55,1222738.0,After,Monday,February,no,Obama
232,232,CAC40,2016-02-26,4297.87,4352.39,4292.52,4314.57,4314.57,1176293.0,After,Friday,February,no,Obama
233,233,CAC40,2016-02-25,4219.8,4268.66,4198.09,4248.45,4248.45,1306355.0,After,Thursday,February,no,Obama
234,234,CAC40,2016-02-24,4232.48,4233.3,4117.49,4155.34,4155.34,1304949.0,After,Wednesday,February,no,Obama
235,235,CAC40,2016-02-23,4272.22,4301.92,4236.95,4238.42,4238.42,1007782.0,After,Tuesday,February,no,Obama
236,236,CAC40,2016-02-22,4260.62,4303.9,4259.26,4298.7,4298.7,1044771.0,After,Monday,February,no,Obama
237,237,CAC40,2016-02-19,4232.22,4255.57,4182.33,4223.04,4223.04,1156892.0,After,Friday,February,no,Obama
238,238,CAC40,2016-02-18,4255.07,4279.19,4212.59,4239.76,4239.76,1294133.0,After,Thursday,February,no,Obama
239,239,CAC40,2016-02-17,4119.35,4238.33,4112.04,4233.47,4233.47,1543743.0,After,Wednesday,February,no,Obama
240,240,CAC40,2016-02-16,4157.3,4157.3,4086.83,4110.66,4110.66,1252070.0,After,Tuesday,February,no,Obama
241,241,CAC40,2016-02-15,4086.29,4144.81,4076.81,4115.25,4115.25,1238153.0,After,Monday,February,no,Obama
242,242,CAC40,2016-02-12,3949.16,3995.06,3922.71,3995.06,3995.06,1573915.0,After,Friday,February,no,Obama
243,243,CAC40,2016-02-11,3990.33,3998.1,3892.46,3896.71,3896.71,1869614.0,After,Thursday,February,no,Obama
244,244,CAC40,2016-02-10,4027.08,4115.17,3987.49,4061.2,4061.2,1542668.0,After,Wednesday,February,no,Obama
245,245,CAC40,2016-02-09,4072.32,4091.88,3951.29,3997.54,3997.54,1922199.0,After,Tuesday,February,no,Obama
246,246,CAC40,2016-02-08,4217.45,4220.85,4046.64,4066.31,4066.31,1651439.0,After,Monday,February,no,Obama
247,247,CAC40,2016-02-05,4236.07,4269.47,4187.97,4200.67,4200.67,1792040.0,After,Friday,February,no,Obama
248,248,CAC40,2016-02-04,4276.17,4279.12,4176.48,4228.53,4228.53,1589516.0,After,Thursday,February,no,Obama
249,249,CAC40,2016-02-03,4282.41,4294.41,4177.97,4226.96,4226.96,1527226.0,After,Wednesday,February,no,Obama
250,250,CAC40,2016-02-02,4368.92,4377.57,4253.51,4283.99,4283.99,1279653.0,After,Tuesday,February,no,Obama
251,251,CAC40,2016-02-01,4418.14,4422.61,4350.09,4392.33,4392.33,1069851.0,After,Monday,February,no,Obama
252,252,CAC40,2016-01-29,4386.85,4417.02,4340.19,4417.02,4417.02,1488043.0,After,Friday,January,no,Obama
253,253,CAC40,2016-01-28,4362.55,4403.68,4284.38,4322.16,4322.16,1454397.0,After,Thursday,January,no,Obama
254,254,CAC40,2016-01-27,4349.79,4380.36,4319.36,4380.36,4380.36,1134396.0,After,Wednesday,January,no,Obama
255,255,CAC40,2016-01-26,4238.85,4366.65,4224.45,4356.81,4356.81,1276144.0,After,Tuesday,January,no,Obama
256,256,CAC40,2016-01-25,4365.15,4365.15,4291.86,4311.33,4311.33,1199456.0,After,Monday,January,no,Obama
257,257,CAC40,2016-01-22,4293.26,4371.65,4280.95,4336.69,4336.69,1541788.0,After,Friday,January,no,Obama
258,258,CAC40,2016-01-21,4129.7,4234.65,4113.58,4206.4,4206.4,1667401.0,After,Thursday,January,no,Obama
259,259,CAC40,2016-01-20,4171.43,4178.82,4084.68,4124.95,4124.95,1560742.0,After,Wednesday,January,no,Obama
260,260,CAC40,2016-01-19,4267.77,4308.09,4251.53,4272.26,4272.26,1302607.0,After,Tuesday,January,no,Obama
261,261,CAC40,2016-01-18,4211.11,4254.46,4161.37,4189.57,4189.57,1260597.0,After,Monday,January,no,Obama
262,262,CAC40,2016-01-15,4305.44,4319.47,4178.87,4210.16,4210.16,1768018.0,After,Friday,January,no,Obama
263,263,CAC40,2016-01-14,4341.36,4352.15,4234.84,4312.89,4312.89,1660100.0,After,Thursday,January,no,Obama
264,264,CAC40,2016-01-13,4426.76,4465.56,4374.02,4391.94,4391.94,1114698.0,After,Wednesday,January,no,Obama
265,265,CAC40,2016-01-12,4317.49,4429.04,4305.77,4378.75,4378.75,1232932.0,After,Tuesday,January,no,Obama
266,266,CAC40,2016-01-11,4333.21,4383.92,4312.74,4312.74,4312.74,1070250.0,After,Monday,January,no,Obama
267,267,CAC40,2016-01-08,4404.18,4437.02,4333.74,4333.76,4333.76,1241972.0,After,Friday,January,no,Obama
268,268,CAC40,2016-01-07,4346.1,4424.14,4323.55,4403.58,4403.58,1377010.0,After,Thursday,January,no,Obama
269,269,CAC40,2016-01-06,4528.12,4533.24,4440.77,4480.47,4480.47,1048773.0,After,Wednesday,January,no,Obama
270,270,CAC40,2016-01-05,4573.54,4575.45,4481.7,4537.63,4537.63,1041829.0,After,Tuesday,January,no,Obama
271,271,CAC40,2016-01-04,4582.05,4586.11,4490.3,4522.45,4522.45,1306339.0,After,Monday,January,no,Obama
272,272,CAC40,2015-12-30,4690.31,4708.32,4672.26,4677.14,4677.14,560834.0,After,Wednesday,December,yes,Obama
273,273,CAC40,2015-12-29,4648.79,4701.36,4648.79,4701.36,4701.36,627497.0,After,Tuesday,December,yes,Obama
274,274,CAC40,2015-12-28,4667.03,4669.84,4613.78,4617.95,4617.95,446453.0,After,Monday,December,yes,Obama
275,275,CAC40,2015-12-24,4670.86,4671.68,4651.44,4663.18,4663.18,163138.0,After,Thursday,December,yes,Obama
276,276,CAC40,2015-12-23,4614.25,4686.09,4614.25,4674.53,4674.53,1013337.0,After,Wednesday,December,yes,Obama
277,277,CAC40,2015-12-22,4596.55,4604.79,4526.86,4567.6,4567.6,853801.0,After,Tuesday,December,yes,Obama
278,278,CAC40,2015-12-21,4617.2,4666.49,4565.17,4565.17,4565.17,1145130.0,After,Monday,December,yes,Obama
279,279,CAC40,2015-12-18,4629.56,4672.35,4601.39,4625.26,4625.26,2215202.0,After,Friday,December,yes,Obama
280,280,CAC40,2015-12-17,4729.4,4748.76,4674.58,4677.54,4677.54,1485041.0,After,Thursday,December,yes,Obama
281,281,CAC40,2015-12-16,4621.47,4664.2,4593.92,4624.67,4624.67,1327668.0,After,Wednesday,December,yes,Obama
282,282,CAC40,2015-12-15,4522.47,4626.76,4519.96,4614.4,4614.4,1658049.0,After,Tuesday,December,yes,Obama
283,283,CAC40,2015-12-14,4572.37,4623.16,4472.65,4473.07,4473.07,1547024.0,After,Monday,December,yes,Obama
284,284,CAC40,2015-12-11,4617.18,4630.27,4527.26,4549.56,4549.56,1517681.0,After,Friday,December,yes,Obama
285,285,CAC40,2015-12-10,4617.54,4661.04,4596.34,4635.06,4635.06,1399446.0,After,Thursday,December,yes,Obama
286,286,CAC40,2015-12-09,4695.9,4714.64,4619.49,4637.45,4637.45,1712268.0,After,Wednesday,December,yes,Obama
287,287,CAC40,2015-12-08,4750.42,4757.2,4656.56,4681.86,4681.86,1454880.0,After,Tuesday,December,yes,Obama
288,288,CAC40,2015-12-07,4746.26,4803.48,4733.34,4756.41,4756.41,1035080.0,After,Monday,December,yes,Obama
289,289,CAC40,2015-12-04,4715.69,4740.47,4670.99,4714.79,4714.79,1582227.0,After,Friday,December,yes,Obama
290,290,CAC40,2015-12-03,4895.64,4975.71,4730.21,4730.21,4730.21,2041185.0,After,Thursday,December,yes,Obama
291,291,CAC40,2015-12-02,4925.24,4942.12,4886.86,4905.76,4905.76,1350403.0,After,Wednesday,December,yes,Obama
292,292,CAC40,2015-12-01,4960.38,4968.31,4897.87,4914.53,4914.53,1279711.0,After,Tuesday,December,yes,Obama
293,293,CAC40,2015-11-30,4917.15,4974.36,4901.29,4957.6,4957.6,1131256.0,After,Monday,November,yes,Obama
294,294,CAC40,2015-11-27,4919.01,4961.45,4908.9,4930.14,4930.14,737391.0,After,Friday,November,yes,Obama
295,295,CAC40,2015-11-26,4884.35,4956.08,4883.27,4946.02,4946.02,932656.0,After,Thursday,November,yes,Obama
296,296,CAC40,2015-11-25,4830.22,4911.83,4821.51,4892.99,4892.99,1161989.0,After,Wednesday,November,yes,Obama
297,297,CAC40,2015-11-24,4863.81,4865.42,4773.98,4820.28,4820.28,1152258.0,After,Tuesday,November,yes,Obama
298,298,CAC40,2015-11-23,4901.68,4905.33,4860.73,4889.12,4889.12,963662.0,After,Monday,November,yes,Obama
299,299,CAC40,2015-11-20,4929.34,4934.29,4879.49,4910.97,4910.97,1147313.0,After,Friday,November,yes,Obama
300,300,CAC40,2015-11-19,4943.9,4962.45,4901.07,4915.1,4915.1,1035972.0,After,Thursday,November,yes,Obama
301,301,CAC40,2015-11-18,4901.12,4918.14,4879.36,4906.72,4906.72,973517.0,After,Wednesday,November,yes,Obama
302,302,CAC40,2015-11-17,4850.29,4937.31,4840.75,4937.31,4937.31,1193474.0,After,Tuesday,November,yes,Obama
303,303,CAC40,2015-11-16,4756.92,4824.02,4751.03,4804.31,4804.31,1086097.0,After,Monday,November,yes,Obama
304,304,CAC40,2015-11-13,4835.69,4860.53,4762.33,4807.95,4807.95,1140378.0,After,Friday,November,yes,Obama
305,305,CAC40,2015-11-12,4941.26,4963.38,4851.04,4856.65,4856.65,1225999.0,After,Thursday,November,yes,Obama
306,306,CAC40,2015-11-11,4919.1,4973.9,4917.09,4952.51,4952.51,1160774.0,After,Wednesday,November,yes,Obama
307,307,CAC40,2015-11-10,4937.37,4942.62,4873.45,4912.16,4912.16,1127974.0,After,Tuesday,November,yes,Obama
308,308,CAC40,2015-11-09,4978.84,4983.77,4906.48,4911.17,4911.17,1013308.0,After,Monday,November,yes,Obama
309,309,CAC40,2015-11-06,4964.88,5011.65,4930.92,4984.15,4984.15,1508612.0,After,Friday,November,yes,Obama
310,310,CAC40,2015-11-05,4967.94,5008.06,4935.22,4980.04,4980.04,1747438.0,After,Thursday,November,yes,Obama
311,311,CAC40,2015-11-04,4951.19,4992.97,4942.08,4948.29,4948.29,1411364.0,After,Wednesday,November,yes,Obama
312,312,CAC40,2015-11-03,4920.02,4936.18,4895.84,4936.18,4936.18,1069827.0,After,Tuesday,November,yes,Obama
313,313,CAC40,2015-11-02,4848.86,4936.85,4845.12,4916.21,4916.21,1138642.0,After,Monday,November,yes,Obama
314,314,CAC40,2015-10-30,4895.03,4909.16,4865.16,4897.66,4897.66,1228698.0,After,Friday,October,no,Obama
315,315,CAC40,2015-10-29,4892.88,4899.84,4841.39,4885.82,4885.82,1887041.0,After,Thursday,October,no,Obama
316,316,CAC40,2015-10-28,4857.85,4907.84,4848.5,4890.58,4890.58,1108463.0,After,Wednesday,October,no,Obama
317,317,CAC40,2015-10-27,4885.09,4896.46,4847.07,4847.07,4847.07,1109956.0,After,Tuesday,October,no,Obama
318,318,CAC40,2015-10-26,4908.33,4924.24,4881.05,4897.13,4897.13,981180.0,After,Monday,October,no,Obama
319,319,CAC40,2015-10-23,4840.32,4947.02,4840.32,4923.64,4923.64,1684591.0,After,Friday,October,no,Obama
320,320,CAC40,2015-10-22,4675.15,4816.99,4670.1,4802.18,4802.18,1544849.0,After,Thursday,October,no,Obama
321,321,CAC40,2015-10-21,4691.37,4716.57,4642.94,4695.1,4695.1,1044528.0,After,Wednesday,October,no,Obama
322,322,CAC40,2015-10-20,4708.19,4711.95,4649.98,4673.81,4673.81,932379.0,After,Tuesday,October,no,Obama
323,323,CAC40,2015-10-19,4697.52,4744.97,4684.52,4704.07,4704.07,884614.0,After,Monday,October,no,Obama
324,324,CAC40,2015-10-16,4702.56,4718.91,4680.22,4702.79,4702.79,1089288.0,After,Friday,October,no,Obama
325,325,CAC40,2015-10-15,4651.77,4683.75,4622.45,4675.29,4675.29,1133113.0,After,Thursday,October,no,Obama
326,326,CAC40,2015-10-14,4608.42,4660.43,4580.84,4609.03,4609.03,1173142.0,After,Wednesday,October,no,Obama
327,327,CAC40,2015-10-13,4667.51,4667.51,4598.11,4643.38,4643.38,1168704.0,After,Tuesday,October,no,Obama
328,328,CAC40,2015-10-12,4705.22,4713.41,4663.34,4688.7,4688.7,960021.0,After,Monday,October,no,Obama
329,329,CAC40,2015-10-09,4723.28,4737.69,4693.25,4701.39,4701.39,1295859.0,After,Friday,October,no,Obama
330,330,CAC40,2015-10-08,4657.24,4687.19,4643.92,4675.91,4675.91,1097491.0,After,Thursday,October,no,Obama
331,331,CAC40,2015-10-07,4680.85,4730.3,4654.28,4667.34,4667.34,1547545.0,After,Wednesday,October,no,Obama
332,332,CAC40,2015-10-06,4610.43,4684.79,4589.29,4660.64,4660.64,1371409.0,After,Tuesday,October,no,Obama
333,333,CAC40,2015-10-05,4543.07,4631.84,4528.02,4616.9,4616.9,1421380.0,After,Monday,October,no,Obama
334,334,CAC40,2015-10-02,4472.5,4518.39,4386.1,4458.88,4458.88,1439843.0,After,Friday,October,no,Obama
335,335,CAC40,2015-10-01,4518.03,4528.16,4408.12,4426.54,4426.54,1492696.0,After,Thursday,October,no,Obama
336,336,CAC40,2015-09-30,4433.76,4474.72,4413.08,4455.29,4455.29,1603560.0,After,Wednesday,September,no,Obama
337,337,CAC40,2015-09-29,4297.19,4377.22,4278.57,4343.73,4343.73,1485746.0,After,Tuesday,September,no,Obama
338,338,CAC40,2015-09-28,4452.24,4470.07,4337.28,4357.05,4357.05,1344111.0,After,Monday,September,no,Obama
339,339,CAC40,2015-09-25,4423.12,4514.42,4413.71,4480.66,4480.66,1341475.0,After,Friday,September,no,Obama
340,340,CAC40,2015-09-24,4434.7,4455.05,4309.42,4347.24,4347.24,1723372.0,After,Thursday,September,no,Obama
341,341,CAC40,2015-09-23,4427.79,4488.27,4400.42,4432.83,4432.83,1438844.0,After,Wednesday,September,no,Obama
342,342,CAC40,2015-09-22,4582.92,4582.92,4415.97,4428.51,4428.51,1586260.0,After,Tuesday,September,no,Obama
343,343,CAC40,2015-09-21,4526.28,4605.26,4526.28,4585.5,4585.5,1030037.0,After,Monday,September,no,Obama
344,344,CAC40,2015-09-18,4623.1,4623.1,4495.05,4535.85,4535.85,2488599.0,After,Friday,September,no,Obama
345,345,CAC40,2015-09-17,4660.17,4665.99,4629.2,4655.14,4655.14,924332.0,After,Thursday,September,no,Obama
346,346,CAC40,2015-09-16,4610.16,4653.34,4604.08,4645.84,4645.84,992644.0,After,Wednesday,September,no,Obama
347,347,CAC40,2015-09-15,4529.96,4591.47,4502.21,4569.37,4569.37,1021946.0,After,Tuesday,September,no,Obama
348,348,CAC40,2015-09-14,4554.71,4596.75,4513.5,4518.15,4518.15,1002947.0,After,Monday,September,no,Obama
349,349,CAC40,2015-09-11,4618.59,4618.59,4545.14,4548.72,4548.72,979342.0,After,Friday,September,no,Obama
350,350,CAC40,2015-09-10,4615.72,4665.83,4584.29,4596.53,4596.53,1113805.0,After,Thursday,September,no,Obama
351,351,CAC40,2015-09-09,4707.41,4733.05,4662.88,4664.59,4664.59,1110829.0,After,Wednesday,September,no,Obama
352,352,CAC40,2015-09-08,4581.66,4655.08,4575.61,4598.26,4598.26,999647.0,After,Tuesday,September,no,Obama
353,353,CAC40,2015-09-07,4563.85,4587.59,4524.99,4549.64,4549.64,670948.0,After,Monday,September,no,Obama
354,354,CAC40,2015-09-04,4607.91,4611.05,4500.95,4523.08,4523.08,1333131.0,After,Friday,September,no,Obama
355,355,CAC40,2015-09-03,4601.75,4692.3,4589.98,4653.79,4653.79,1358560.0,After,Thursday,September,no,Obama
356,356,CAC40,2015-09-02,4558.0,4599.76,4517.81,4554.92,4554.92,1032175.0,After,Wednesday,September,no,Obama
357,357,CAC40,2015-09-01,4586.33,4599.23,4499.49,4541.16,4541.16,1383266.0,After,Tuesday,September,no,Obama
358,358,CAC40,2015-08-31,4636.44,4657.76,4608.62,4652.95,4652.95,900609.0,After,Monday,August,no,Obama
359,359,CAC40,2015-08-28,4663.98,4675.13,4624.11,4675.13,4675.13,1021479.0,After,Friday,August,no,Obama
360,360,CAC40,2015-08-27,4612.27,4686.67,4589.52,4658.18,4658.18,1529831.0,After,Thursday,August,no,Obama
361,361,CAC40,2015-08-26,4499.23,4582.21,4430.75,4501.05,4501.05,1562324.0,After,Wednesday,August,no,Obama
362,362,CAC40,2015-08-25,4458.09,4596.24,4431.83,4564.86,4564.86,2216365.0,After,Tuesday,August,no,Obama
363,363,CAC40,2015-08-24,4465.48,4540.13,4230.49,4383.46,4383.46,3232928.0,After,Monday,August,no,Obama
364,364,CAC40,2015-08-21,4704.27,4775.72,4630.99,4630.99,4630.99,1565777.0,After,Friday,August,no,Obama
365,365,CAC40,2015-08-20,4867.45,4882.11,4774.87,4783.55,4783.55,1163076.0,After,Thursday,August,no,Obama
366,366,CAC40,2015-08-19,4939.3,4949.12,4884.1,4884.1,4884.1,916681.0,After,Wednesday,August,no,Obama
367,367,CAC40,2015-08-18,4972.79,5000.28,4956.12,4971.25,4971.25,671032.0,After,Tuesday,August,no,Obama
368,368,CAC40,2015-08-17,4996.76,5025.71,4923.01,4984.83,4984.83,806939.0,After,Monday,August,no,Obama
369,369,CAC40,2015-08-14,4987.06,5017.22,4940.73,4956.47,4956.47,756304.0,After,Friday,August,no,Obama
370,370,CAC40,2015-08-13,5006.01,5023.94,4972.58,4986.85,4986.85,956872.0,After,Thursday,August,no,Obama
371,371,CAC40,2015-08-12,5051.49,5051.72,4907.33,4925.43,4925.43,1489686.0,After,Wednesday,August,no,Obama
372,372,CAC40,2015-08-11,5184.21,5184.21,5094.48,5099.03,5099.03,1015448.0,After,Tuesday,August,no,Obama
373,373,CAC40,2015-08-10,5179.84,5197.65,5133.63,5195.41,5195.41,753388.0,After,Monday,August,no,Obama
374,374,CAC40,2015-08-07,5187.87,5190.35,5152.89,5154.75,5154.75,928338.0,After,Friday,August,no,Obama
375,375,CAC40,2015-08-06,5186.55,5217.8,5177.95,5192.11,5192.11,855997.0,After,Thursday,August,no,Obama
376,376,CAC40,2015-08-05,5135.31,5202.76,5134.37,5196.73,5196.73,1224796.0,After,Wednesday,August,no,Obama
377,377,CAC40,2015-08-04,5114.63,5114.63,5075.88,5112.14,5112.14,1206994.0,After,Tuesday,August,no,Obama
378,378,CAC40,2015-08-03,5076.8,5125.71,5066.15,5120.52,5120.52,1023309.0,After,Monday,August,no,Obama
379,379,CAC40,2015-07-31,5063.47,5083.64,5035.38,5082.61,5082.61,1212445.0,After,Friday,July,no,Obama
380,380,CAC40,2015-07-30,5049.24,5061.53,5000.97,5046.42,5046.42,1459789.0,After,Thursday,July,no,Obama
381,381,CAC40,2015-07-29,5006.01,5021.44,4970.28,5017.44,5017.44,1183767.0,After,Wednesday,July,no,Obama
382,382,CAC40,2015-07-28,4958.46,4997.15,4937.65,4977.32,4977.32,1119780.0,After,Tuesday,July,no,Obama
383,383,CAC40,2015-07-27,5030.89,5033.91,4924.29,4927.6,4927.6,1176423.0,After,Monday,July,no,Obama
384,384,CAC40,2015-07-24,5075.25,5120.64,5051.14,5057.36,5057.36,1040746.0,After,Friday,July,no,Obama
385,385,CAC40,2015-07-23,5122.85,5122.85,5067.82,5086.74,5086.74,769808.0,After,Thursday,July,no,Obama
386,386,CAC40,2015-07-22,5070.67,5101.22,5070.67,5082.57,5082.57,895158.0,After,Wednesday,July,no,Obama
387,387,CAC40,2015-07-21,5153.85,5157.24,5093.77,5106.57,5106.57,885465.0,After,Tuesday,July,no,Obama
388,388,CAC40,2015-07-20,5134.16,5184.74,5130.97,5142.49,5142.49,790721.0,After,Monday,July,no,Obama
389,389,CAC40,2015-07-17,5138.98,5138.98,5110.48,5124.39,5124.39,1026443.0,After,Friday,July,no,Obama
390,390,CAC40,2015-07-16,5071.9,5147.4,5067.75,5121.5,5121.5,1230152.0,After,Thursday,July,no,Obama
391,391,CAC40,2015-07-15,5027.91,5055.6,5017.83,5047.24,5047.24,936273.0,After,Wednesday,July,no,Obama
392,392,CAC40,2015-07-14,4995.36,5032.47,4981.02,5032.47,5032.47,885608.0,After,Tuesday,July,no,Obama
393,393,CAC40,2015-07-13,4985.14,5010.58,4959.62,4998.1,4998.1,1244212.0,After,Monday,July,no,Obama
394,394,CAC40,2015-07-10,4884.05,4922.63,4850.94,4903.07,4903.07,1395265.0,After,Friday,July,no,Obama
395,395,CAC40,2015-07-09,4667.21,4777.03,4655.45,4757.22,4757.22,1215207.0,After,Thursday,July,no,Obama
396,396,CAC40,2015-07-08,4611.86,4671.87,4601.9,4639.02,4639.02,1441873.0,After,Wednesday,July,no,Obama
397,397,CAC40,2015-07-07,4712.63,4724.54,4602.16,4604.64,4604.64,1637826.0,After,Tuesday,July,no,Obama
398,398,CAC40,2015-07-06,4709.01,4775.49,4699.17,4711.54,4711.54,1361874.0,After,Monday,July,no,Obama
399,399,CAC40,2015-07-03,4836.46,4847.38,4780.55,4808.22,4808.22,867762.0,After,Friday,July,no,Obama
400,400,CAC40,2015-07-02,4898.55,4903.51,4833.14,4835.56,4835.56,1005776.0,After,Thursday,July,no,Obama
401,401,CAC40,2015-07-01,4849.43,4941.61,4813.69,4883.19,4883.19,1516341.0,After,Wednesday,July,no,Obama
402,402,CAC40,2015-06-30,4849.39,4892.48,4789.61,4790.2,4790.2,1677429.0,After,Tuesday,June,no,Obama
403,403,CAC40,2015-06-29,4821.45,4946.62,4819.03,4869.82,4869.82,1716631.0,After,Monday,June,no,Obama
404,404,CAC40,2015-06-26,5010.22,5095.04,4985.88,5059.17,5059.17,1055818.0,After,Friday,June,no,Obama
405,405,CAC40,2015-06-25,4996.63,5087.08,4996.63,5041.71,5041.71,1285744.0,After,Thursday,June,no,Obama
406,406,CAC40,2015-06-24,5060.58,5065.74,5001.67,5045.35,5045.35,1377081.0,After,Wednesday,June,no,Obama
407,407,CAC40,2015-06-23,5045.57,5078.51,5024.26,5057.68,5057.68,1293864.0,After,Tuesday,June,no,Obama
408,408,CAC40,2015-06-22,4926.63,5010.39,4911.86,4998.61,4998.61,1709825.0,After,Monday,June,no,Obama
409,409,CAC40,2015-06-19,4807.58,4870.52,4799.27,4815.37,4815.37,1839332.0,After,Friday,June,no,Obama
410,410,CAC40,2015-06-18,4777.91,4805.01,4712.97,4803.48,4803.48,1357232.0,After,Thursday,June,no,Obama
411,411,CAC40,2015-06-17,4845.73,4858.05,4773.19,4790.62,4790.62,1087758.0,After,Wednesday,June,no,Obama
412,412,CAC40,2015-06-16,4778.21,4857.63,4748.93,4839.86,4839.86,1226566.0,After,Tuesday,June,no,Obama
413,413,CAC40,2015-06-15,4844.95,4871.07,4805.1,4815.36,4815.36,1069933.0,After,Monday,June,no,Obama
414,414,CAC40,2015-06-12,4962.22,4973.07,4852.36,4901.19,4901.19,1180443.0,After,Friday,June,no,Obama
415,415,CAC40,2015-06-11,4926.77,5022.1,4917.92,4971.37,4971.37,1338273.0,After,Thursday,June,no,Obama
416,416,CAC40,2015-06-10,4831.03,4956.74,4811.54,4934.91,4934.91,1250310.0,After,Wednesday,June,no,Obama
417,417,CAC40,2015-06-09,4849.12,4868.42,4783.92,4850.22,4850.22,1373126.0,After,Tuesday,June,no,Obama
418,418,CAC40,2015-06-08,4906.17,4917.52,4857.66,4857.66,4857.66,1004243.0,After,Monday,June,no,Obama
419,419,CAC40,2015-06-05,4951.8,4966.45,4894.17,4920.74,4920.74,1176066.0,After,Friday,June,no,Obama
420,420,CAC40,2015-06-04,5006.19,5044.75,4916.45,4987.13,4987.13,1294014.0,After,Thursday,June,no,Obama
421,421,CAC40,2015-06-03,5016.37,5088.14,4991.27,5034.17,5034.17,1138795.0,After,Wednesday,June,no,Obama
422,422,CAC40,2015-06-02,5051.68,5051.68,4960.72,5004.46,5004.46,1211407.0,After,Tuesday,June,no,Obama
423,423,CAC40,2015-06-01,5029.05,5060.49,4989.94,5025.3,5025.3,970823.0,After,Monday,June,no,Obama
424,424,CAC40,2015-05-29,5137.02,5144.73,5006.46,5007.89,5007.89,1619919.0,After,Friday,May,no,Obama
425,425,CAC40,2015-05-28,5157.25,5164.24,5096.53,5137.83,5137.83,941772.0,After,Thursday,May,no,Obama
